customer_id,date,amount,product,purchase_freq_hint
TW-115737,2017-11-01,25.18,Core,0.196
TW-115738,2017-10-31,17.96,Premium,0.216
TW-115738,2017-10-31,18.68,Plus,0.697
TW-115739,2017-11-01,24.57,Plus,0.529
TW-115739,2017-11-01,36.44,AddOn,0.091
TW-115739,2017-10-31,22.76,Core,0.287
TW-115740,2017-11-01,26.76,Plus,0.405
TW-115740,2017-10-31,29.15,AddOn,0.842
TW-115740,2017-10-31,18.65,Plus,0.144
TW-115741,2017-11-01,41.84,AddOn,0.981
TW-115741,2017-10-31,38.79,AddOn,0.66
TW-115741,2017-11-01,22.8,AddOn,0.559
TW-115741,2017-10-31,40.72,Premium,0.49
TW-115741,2017-11-01,35.32,Plus,0.303
TW-115742,2017-10-31,28.13,Core,0.271
TW-115743,2017-10-31,25.65,Plus,0.361
TW-115743,2017-10-31,32.75,Plus,0.332
TW-115744,2017-11-01,37.89,AddOn,0.362
TW-115744,2017-10-31,29.41,AddOn,0.67
TW-115744,2017-11-01,35.4,Premium,0.651
TW-115744,2017-11-01,23.9,Core,0.242
TW-115745,2017-11-01,38.72,Premium,0.175
TW-115745,2017-11-01,20.72,Premium,0.739
TW-115745,2017-11-01,40.49,Core,0.181
TW-115746,2017-11-01,35.32,Plus,0.793
TW-115746,2017-11-01,35.19,AddOn,0.291
TW-115746,2017-11-01,30.63,Core,0.635
TW-115746,2017-10-31,21.3,Core,0.594
TW-115747,2017-10-31,29.12,Plus,0.776
TW-115747,2017-11-01,28.45,AddOn,0.62
TW-115747,2017-10-31,20.16,AddOn,0.161
TW-115748,2017-10-31,32.13,Premium,0.786
TW-115748,2017-10-31,32.43,Premium,0.903
TW-115748,2017-10-31,34.46,Premium,0.396
TW-115749,2017-11-01,25.75,Plus,0.19
TW-115749,2017-10-31,33.4,AddOn,0.414
TW-115749,2017-10-31,36.55,Premium,0.939
TW-115750,2017-11-01,28.16,Core,0.987
TW-115750,2017-10-31,33.47,AddOn,0.163
TW-115751,2017-10-31,35.26,AddOn,0.166
TW-115751,2017-10-31,36.47,Premium,0.062
TW-115751,2017-10-31,39.92,Plus,0.331
TW-115751,2017-11-01,30.43,Plus,0.337
TW-115751,2017-11-01,38.83,AddOn,0.155
TW-115752,2017-11-01,37.06,Premium,0.845
TW-115752,2017-10-31,19.86,Premium,0.682
TW-115753,2017-10-31,19.5,Premium,0.902
TW-115753,2017-11-01,22.85,Core,0.186
TW-115753,2017-11-01,21.9,AddOn,0.915
TW-115753,2017-10-31,18.29,Premium,0.055
TW-115755,2017-10-31,32.73,AddOn,0.277
TW-115756,2017-11-02,18.76,AddOn,0.811
TW-115756,2017-11-03,34.68,AddOn,0.713
TW-115756,2017-11-03,18.38,AddOn,0.242
TW-115756,2017-11-02,28.72,Core,0.758
TW-115757,2017-11-01,36.44,Plus,0.748
TW-115757,2017-10-31,21.79,Core,0.724
TW-115757,2017-10-31,39.31,Premium,0.102
TW-115758,2017-10-31,18.43,Premium,0.89
TW-115758,2017-10-31,21.34,Premium,0.137
TW-115758,2017-11-01,39.31,Core,0.486
TW-115759,2017-11-01,31.66,AddOn,0.188
TW-115759,2017-11-01,38.55,Premium,0.599
TW-115759,2017-10-31,33.07,Plus,0.944
TW-115760,2017-10-31,28.81,Core,0.434
TW-115760,2017-11-01,20.14,Plus,0.177
TW-115760,2017-11-01,24.27,Plus,0.457
TW-115762,2017-11-01,40.57,AddOn,0.438
TW-115762,2017-10-31,28.66,AddOn,0.351
TW-115762,2017-11-01,23.47,Plus,0.5
TW-115762,2017-10-31,28.88,Core,0.587
TW-115762,2017-11-01,42.49,Premium,0.67
TW-115762,2017-11-01,31.47,Core,0.572
TW-115763,2017-10-31,33.2,Plus,0.393
TW-115763,2017-11-01,35.81,Premium,0.892
TW-115763,2017-10-31,30.33,AddOn,0.544
TW-115763,2017-10-31,25.88,AddOn,0.846
TW-115764,2017-10-31,20.07,Core,0.85
TW-115764,2017-10-31,18.73,Core,0.367
TW-115765,2017-07-02,50.8,Core,0.756
TW-115765,2017-11-01,74.52,Core,0.864
TW-115765,2017-06-11,43.4,Plus,0.621
TW-115765,2017-08-24,53.16,Core,0.961
TW-115765,2017-03-03,71.97,AddOn,0.345
TW-115765,2017-09-23,68.89,Premium,0.418
TW-115765,2017-11-08,36.8,Premium,0.249
TW-115765,2017-09-19,43.87,Premium,0.208
TW-115766,2017-11-20,50.69,AddOn,0.847
TW-115766,2017-11-13,50.72,Premium,0.476
TW-115766,2017-11-03,33.65,Plus,0.768
TW-115766,2017-11-02,34.83,Plus,0.193
TW-115767,2017-10-31,46.21,Core,0.092
TW-115767,2017-11-01,29.42,Core,0.516
TW-115767,2017-11-01,34.92,Premium,0.13
TW-115768,2017-10-30,54.74,AddOn,0.667
TW-115768,2017-11-03,48.92,AddOn,0.105
TW-115768,2017-11-04,38.72,Premium,0.372
TW-115768,2017-11-02,54.77,Plus,0.78
TW-115768,2017-11-01,55.03,Plus,0.914
TW-115769,2017-10-18,36.42,Premium,0.374
TW-115769,2017-10-19,29.32,Plus,0.15
TW-115769,2017-10-18,37.91,Plus,0.649
TW-115770,2017-11-22,29.28,Plus,0.074
TW-115770,2017-11-22,44.61,Premium,0.342
TW-115770,2017-11-22,36.04,Premium,0.314
TW-115771,2017-12-02,31.6,Premium,0.983
TW-115772,2017-10-29,28.12,AddOn,0.908
TW-115772,2017-10-29,33.53,Plus,0.793
TW-115772,2017-10-29,36.79,Core,0.746
TW-115772,2017-10-28,27.29,Premium,0.671
TW-115773,2017-10-28,39.41,AddOn,0.324
TW-115773,2017-10-29,34.18,Premium,0.379
TW-115773,2017-10-28,18.4,Core,0.788
TW-115774,2017-10-28,39.43,AddOn,0.979
TW-115774,2017-10-28,26.65,Core,0.131
TW-115774,2017-10-29,29.85,Premium,0.928
TW-115774,2017-10-29,35.8,Core,0.404
TW-115775,2017-11-01,19.92,Core,0.692
TW-115776,2017-10-27,36.68,Core,0.752
TW-115776,2017-10-27,37.32,Plus,0.273
TW-115776,2017-10-26,33.11,Core,0.054
TW-115776,2017-10-27,30.58,Plus,0.078
TW-115778,2017-11-01,37.43,Plus,0.688
TW-115778,2017-10-31,36.47,Core,0.381
TW-115778,2017-11-01,24.14,AddOn,0.611
TW-115779,2017-10-27,23.61,Premium,0.228
TW-115779,2017-10-28,19.38,Premium,0.732
TW-115780,2017-10-31,39.72,AddOn,0.332
TW-115780,2017-11-01,20.54,Plus,0.596
TW-115781,2017-11-02,36.84,Premium,0.423
TW-115781,2017-11-01,42.15,Core,0.178
TW-115782,2017-10-31,20.06,Plus,0.242
TW-115782,2017-11-01,29.14,Core,0.653
TW-115783,2017-11-09,37.49,AddOn,0.764
TW-115783,2017-11-29,41.23,AddOn,0.902
TW-115783,2017-11-08,31.73,Premium,0.914
TW-115783,2017-11-09,40.88,AddOn,0.611
TW-115783,2017-11-22,44.73,Core,0.279
TW-115783,2017-11-08,34.44,Core,0.881
TW-115784,2017-10-31,29.99,Plus,0.802
TW-115785,2017-11-01,36.5,AddOn,0.995
TW-115785,2017-10-31,43.55,Plus,0.907
TW-115785,2017-11-01,46.92,Plus,0.584
TW-115785,2017-10-31,26.47,Plus,0.958
TW-115785,2017-11-01,38.72,AddOn,0.084
TW-115786,2017-11-21,24.26,AddOn,0.089
TW-115786,2017-10-23,23.24,Core,0.482
TW-115786,2017-10-30,29.98,Premium,0.098
TW-115787,2017-11-23,26.05,AddOn,0.713
TW-115787,2017-11-23,22.1,AddOn,0.424
TW-115787,2017-11-23,26.76,Core,0.156
TW-115787,2017-11-23,36.7,Core,0.533
TW-115789,2017-10-31,24.9,Plus,0.46
TW-115791,2017-11-01,42.36,Premium,0.356
TW-115791,2017-10-31,26.77,AddOn,0.699
TW-115791,2017-10-31,26.4,Premium,0.934
TW-115791,2017-10-31,21.72,Plus,0.726
TW-115792,2017-11-22,18.54,Core,0.181
TW-115792,2017-11-22,17.7,AddOn,0.229
TW-115793,2017-10-31,23.34,Premium,0.28
TW-115793,2017-11-14,35.28,Core,0.857
TW-115793,2017-11-14,20.58,Plus,0.638
TW-115793,2017-11-20,24.7,AddOn,0.863
TW-115793,2017-11-18,27.08,Core,0.482
TW-115794,2017-11-01,41.64,Premium,0.393
TW-115794,2017-11-01,25.97,AddOn,0.809
TW-115794,2017-10-31,23.57,Premium,0.443
TW-115794,2017-11-01,20.32,Plus,0.078
TW-115795,2017-10-31,18.93,Premium,0.739
TW-115795,2017-10-31,35.13,Plus,0.351
TW-115795,2017-11-01,39.41,Core,0.17
TW-115797,2017-11-13,45.96,Core,0.214
TW-115797,2017-11-13,55.24,Premium,0.054
TW-115797,2017-11-15,55.29,Core,0.605
TW-115797,2017-11-06,52.31,Core,0.886
TW-115797,2017-11-07,43.75,Premium,0.31
TW-115798,2011-12-20,35.94,Core,0.68
TW-115798,2013-06-19,42.24,Core,0.616
TW-115798,2011-10-08,26.48,AddOn,0.291
TW-115798,2017-01-06,36.36,Core,0.426
TW-115799,2017-11-01,37.45,Premium,0.589
TW-115799,2017-10-31,43.84,AddOn,0.448
TW-115799,2017-11-01,19.78,Premium,0.806
TW-115799,2017-10-31,29.58,Premium,0.139
TW-115800,2017-11-01,26.28,Core,0.192
TW-115800,2017-11-01,38.89,Plus,0.24
TW-115800,2017-10-31,36.61,AddOn,0.252
TW-115800,2017-11-01,27.95,AddOn,0.884
TW-115801,2017-10-26,29.0,Plus,0.755
TW-115801,2017-10-26,34.92,Premium,0.591
TW-115801,2017-10-25,37.61,Core,0.872
TW-115802,2017-11-02,19.71,Core,0.756
TW-115802,2017-11-01,18.01,Core,0.408
TW-115802,2017-11-02,33.5,AddOn,0.425
TW-115802,2017-11-02,24.59,Plus,0.602
TW-115803,2017-10-31,36.13,Plus,0.939
TW-115803,2017-11-01,25.58,Plus,0.408
TW-115803,2017-10-31,23.87,Plus,0.205
TW-115803,2017-10-31,29.3,Premium,0.957
TW-115804,2017-10-31,20.81,Plus,0.887
TW-115804,2017-11-01,25.02,Plus,0.226
TW-115804,2017-10-31,30.76,Core,0.296
TW-115805,2017-10-31,28.21,Core,0.961
TW-115805,2017-10-31,28.52,Premium,0.155
TW-115806,2017-10-31,25.41,Plus,0.883
TW-115807,2017-10-31,48.33,AddOn,0.983
TW-115807,2017-10-30,23.41,AddOn,0.181
TW-115807,2017-10-31,36.54,Plus,0.142
TW-115807,2017-10-31,38.29,AddOn,0.565
TW-115807,2017-10-30,28.36,Core,0.202
TW-115808,2017-11-01,30.49,Premium,0.331
TW-115809,2017-11-01,26.5,Plus,0.772
TW-115809,2017-10-31,22.09,AddOn,0.944
TW-115809,2017-10-31,37.44,Core,0.145
TW-115810,2017-10-31,36.33,Premium,0.443
TW-115810,2017-10-31,27.5,Core,0.725
TW-115811,2017-10-31,36.96,AddOn,0.372
TW-115813,2017-11-01,23.02,Plus,0.203
TW-115813,2017-10-31,38.41,Core,0.788
TW-115813,2017-11-01,29.01,Plus,0.553
TW-115814,2017-10-31,27.16,Premium,0.175
TW-115814,2017-10-31,38.69,Core,0.508
TW-115815,2017-11-01,21.13,Plus,0.247
TW-115815,2017-11-01,23.13,AddOn,0.163
TW-115815,2017-10-31,37.9,Core,0.628
TW-115815,2017-10-31,27.84,AddOn,0.555
TW-115816,2017-10-28,39.5,Core,0.827
TW-115816,2017-10-28,27.92,Premium,0.195
TW-115817,2017-11-27,29.35,Premium,0.375
TW-115817,2017-11-02,41.15,Premium,0.763
TW-115817,2017-11-19,41.13,AddOn,0.928
TW-115817,2017-11-07,31.87,Plus,0.052
TW-115817,2017-11-19,46.33,Plus,0.109
TW-115818,2017-02-01,21.51,Plus,0.195
TW-115818,2017-07-28,27.72,Premium,0.926
TW-115819,2017-10-22,35.56,Premium,0.677
TW-115819,2017-10-24,32.58,Core,0.953
TW-115819,2017-10-24,26.54,Premium,0.694
TW-115820,2017-11-01,20.47,AddOn,0.477
TW-115820,2017-10-31,38.05,AddOn,0.992
TW-115821,2017-10-28,48.58,Core,0.95
TW-115821,2017-10-12,38.71,Premium,0.433
TW-115821,2017-11-11,45.28,Core,0.533
TW-115821,2017-11-10,56.88,Plus,0.665
TW-115821,2017-10-20,37.9,Premium,0.468
TW-115822,2017-10-31,19.53,Core,0.684
TW-115822,2017-10-31,32.25,Premium,0.069
TW-115823,2017-11-08,21.89,Core,0.868
TW-115823,2017-11-09,22.98,AddOn,0.173
TW-115823,2017-11-09,23.61,AddOn,0.319
TW-115823,2017-11-08,32.51,AddOn,0.242
TW-115824,2017-11-01,34.98,Premium,0.955
TW-115824,2017-11-01,24.48,Premium,0.644
TW-115824,2017-10-31,41.44,Plus,0.43
TW-115824,2017-10-31,19.03,Premium,0.43
TW-115825,2017-11-25,38.11,Plus,0.939
TW-115825,2017-11-12,44.76,Plus,0.567
TW-115825,2017-11-09,34.82,Plus,0.367
TW-115825,2017-11-18,28.12,Plus,0.928
TW-115826,2017-10-31,39.26,AddOn,0.758
TW-115826,2017-11-01,34.47,AddOn,0.507
TW-115826,2017-11-01,22.84,Plus,0.663
TW-115826,2017-11-01,23.23,Plus,0.607
TW-115827,2017-11-01,24.89,Premium,0.868
TW-115827,2017-11-02,23.63,Plus,0.369
TW-115827,2017-11-01,39.23,Core,0.181
TW-115828,2017-11-01,20.07,AddOn,0.421
TW-115828,2017-10-31,21.78,AddOn,0.196
TW-115828,2017-10-31,31.28,Plus,0.936
TW-115828,2017-10-31,19.04,AddOn,0.181
TW-115829,2017-11-01,23.51,Plus,0.68
TW-115829,2017-11-01,19.98,Premium,0.218
TW-115829,2017-11-01,26.92,Premium,0.526
TW-115830,2017-11-19,33.83,Premium,0.992
TW-115830,2017-11-17,30.63,AddOn,0.14
TW-115830,2017-11-21,41.45,Premium,0.352
TW-115831,2017-10-31,26.95,Core,0.689
TW-115831,2017-10-31,25.36,Plus,0.841
TW-115832,2017-11-01,26.76,AddOn,0.355
TW-115832,2017-10-31,35.33,Premium,0.517
TW-115832,2017-10-31,20.69,AddOn,0.885
TW-115832,2017-11-01,20.91,Core,0.557
TW-115833,2017-11-30,18.67,Core,0.465
TW-115833,2017-11-30,34.73,Core,0.67
TW-115834,2017-10-31,24.83,AddOn,0.19
TW-115834,2017-10-30,41.89,AddOn,0.562
TW-115835,2017-11-01,20.66,Plus,0.751
TW-115835,2017-10-31,24.54,Plus,0.529
TW-115836,2017-11-01,27.83,AddOn,0.4
TW-115836,2017-10-31,22.13,Core,0.764
TW-115836,2017-11-01,19.4,Core,0.217
TW-115836,2017-10-31,35.81,Core,0.429
TW-115838,2017-11-01,22.87,AddOn,0.476
TW-115838,2017-11-01,29.21,Core,0.977
TW-115838,2017-11-01,41.1,Plus,0.26
TW-115838,2017-10-31,35.73,AddOn,0.748
TW-115839,2017-10-31,31.44,Premium,0.837
TW-115839,2017-10-31,19.11,Premium,0.097
TW-115840,2017-11-01,28.31,Premium,0.448
TW-115840,2017-10-31,34.36,Core,0.583
TW-115840,2017-11-01,26.07,AddOn,0.546
TW-115840,2017-10-31,24.5,Plus,0.693
TW-115841,2017-10-28,17.51,Core,0.252
TW-115841,2017-10-28,31.88,AddOn,0.213
TW-115841,2017-10-28,27.95,AddOn,0.502
TW-115842,2017-11-01,18.81,Plus,0.606
TW-115842,2017-10-31,21.84,Plus,0.253
TW-115842,2017-11-01,19.7,Plus,0.452
TW-115842,2017-10-31,21.41,Core,0.867
TW-115843,2017-10-31,26.97,Plus,0.103
TW-115844,2017-10-31,26.03,AddOn,0.245
TW-115844,2017-11-01,41.48,Core,0.145
TW-115844,2017-11-01,22.13,Core,0.639
TW-115844,2017-10-31,22.49,Core,0.767
TW-115845,2017-10-31,29.2,AddOn,0.997
TW-115845,2017-10-31,26.42,Core,0.358
TW-115845,2017-10-31,30.33,AddOn,0.816
TW-115845,2017-11-01,39.27,Core,0.524
TW-115846,2017-10-31,41.32,AddOn,0.428
TW-115846,2017-10-31,32.23,Plus,0.355
TW-115846,2017-10-31,23.02,AddOn,0.873
TW-115847,2017-10-31,25.47,Premium,0.438
TW-115848,2017-10-31,33.37,Plus,0.936
TW-115848,2017-11-01,27.69,AddOn,0.478
TW-115849,2017-11-01,30.91,Premium,0.676
TW-115849,2017-10-31,27.42,Premium,0.378
TW-115849,2017-10-31,21.82,Plus,0.208
TW-115850,2017-11-21,70.56,AddOn,0.585
TW-115850,2017-11-04,92.57,Premium,0.835
TW-115850,2017-11-05,102.9,Core,0.686
TW-115850,2017-11-17,50.35,Premium,0.423
TW-115850,2017-11-29,102.68,AddOn,0.054
TW-115850,2017-11-16,49.5,AddOn,0.585
TW-115850,2017-11-20,48.78,Plus,0.86
TW-115850,2017-11-22,77.0,Core,0.055
TW-115850,2017-11-12,94.44,AddOn,0.885
TW-115850,2017-11-08,69.6,AddOn,0.307
TW-115850,2017-11-16,56.83,Plus,0.522
TW-115850,2017-11-23,79.41,Core,0.965
TW-115850,2017-11-29,98.58,AddOn,0.615
TW-115852,2017-11-01,25.83,AddOn,0.146
TW-115853,2017-11-01,28.21,Core,0.983
TW-115853,2017-11-01,31.01,AddOn,0.401
TW-115854,2017-10-31,22.4,Plus,0.805
TW-115854,2017-10-31,26.52,AddOn,0.339
TW-115854,2017-11-01,20.06,AddOn,0.544
TW-115855,2017-10-31,42.15,Premium,0.685
TW-115855,2017-10-31,33.2,AddOn,0.088
TW-115855,2017-11-01,35.63,AddOn,0.254
TW-115855,2017-11-01,26.43,Premium,0.377
TW-115855,2017-10-31,25.2,Premium,0.435
TW-115856,2017-10-31,41.4,AddOn,0.127
TW-115856,2017-11-01,38.98,Premium,0.653
TW-115856,2017-10-31,28.62,Plus,0.084
TW-115856,2017-10-31,41.85,Premium,0.961
TW-115857,2017-10-31,35.08,Premium,0.908
TW-115857,2017-10-31,19.54,Plus,0.846
TW-115857,2017-11-01,21.24,Plus,0.843
TW-115858,2017-11-19,31.06,Core,0.92
TW-115859,2017-11-13,32.29,AddOn,0.11
TW-115859,2017-11-10,47.9,Plus,0.23
TW-115859,2017-11-07,29.26,Core,0.14
TW-115859,2017-11-23,45.13,Core,0.839
TW-115859,2017-11-16,48.09,Premium,0.946
TW-115860,2017-11-01,35.2,Core,0.568
TW-115860,2017-10-31,37.5,Premium,0.973
TW-115860,2017-10-31,28.24,Premium,0.484
TW-115860,2017-11-01,25.54,Plus,0.422
TW-115861,2017-10-31,20.3,Premium,0.474
TW-115862,2017-10-31,31.12,AddOn,0.083
TW-115862,2017-10-31,22.07,Core,0.977
TW-115862,2017-11-01,28.97,Core,0.939
TW-115862,2017-11-01,22.75,AddOn,0.097
TW-115863,2017-10-31,18.9,Core,0.59
TW-115863,2017-10-31,37.8,Plus,0.645
TW-115864,2017-11-01,37.31,Core,0.637
TW-115864,2017-11-01,40.8,AddOn,0.381
TW-115864,2017-10-31,23.79,Core,0.466
TW-115865,2017-11-01,31.78,Plus,0.563
TW-115865,2017-11-01,26.44,Premium,0.671
TW-115865,2017-10-31,39.82,Core,0.267
TW-115865,2017-10-31,41.16,AddOn,0.94
TW-115866,2017-11-01,19.88,Core,0.523
TW-115867,2017-10-22,30.43,AddOn,0.995
TW-115867,2017-10-20,29.92,Premium,0.451
TW-115867,2017-10-21,20.05,Premium,0.267
TW-115868,2017-11-01,19.68,Premium,0.982
TW-115868,2017-10-31,39.57,Plus,0.502
TW-115868,2017-11-01,37.82,Core,0.666
TW-115869,2017-11-01,27.02,Plus,0.863
TW-115869,2017-11-01,31.54,Plus,0.679
TW-115869,2017-10-31,32.45,AddOn,0.402
TW-115870,2017-11-01,39.59,Plus,0.53
TW-115870,2017-10-31,30.86,Premium,0.255
TW-115870,2017-11-01,22.72,Premium,0.239
TW-115870,2017-10-31,37.99,Premium,0.9
TW-115870,2017-11-01,22.21,Plus,0.958
TW-115871,2017-10-31,21.89,Plus,0.553
TW-115871,2017-10-31,37.14,Premium,0.723
TW-115871,2017-11-01,21.39,AddOn,0.504
TW-115871,2017-10-31,20.77,Plus,0.343
TW-115872,2017-10-31,31.42,Core,0.72
TW-115872,2017-10-31,29.8,Core,0.793
TW-115873,2017-03-12,35.63,Core,0.83
TW-115873,2017-03-11,22.85,Plus,0.218
TW-115873,2017-03-11,27.9,Plus,0.279
TW-115874,2017-11-01,24.48,AddOn,0.309
TW-115874,2017-10-31,27.26,Core,0.338
TW-115875,2017-10-31,22.74,Premium,0.934
TW-115875,2017-11-01,28.57,Premium,0.874
TW-115875,2017-11-01,39.72,Plus,0.895
TW-115875,2017-11-01,37.72,Premium,0.488
TW-115876,2017-11-01,17.84,Core,0.503
TW-115876,2017-10-31,26.56,Plus,0.59
TW-115876,2017-11-01,36.11,Premium,0.153
TW-115876,2017-11-01,35.14,Core,0.855
TW-115877,2017-11-18,43.19,Core,0.349
TW-115877,2017-09-27,30.92,Premium,0.626
TW-115877,2016-11-24,44.91,Plus,0.579
TW-115877,2017-01-01,28.18,Core,0.235
TW-115877,2016-10-06,21.97,Premium,0.433
TW-115878,2017-10-31,36.35,AddOn,0.232
TW-115878,2017-11-01,39.59,Core,0.301
TW-115878,2017-11-01,22.94,AddOn,0.694
TW-115878,2017-11-01,25.3,AddOn,0.312
TW-115878,2017-10-31,26.03,AddOn,0.458
TW-115879,2017-11-01,24.43,AddOn,0.783
TW-115879,2017-11-02,27.38,Premium,0.252
TW-115879,2017-11-02,18.58,Premium,0.994
TW-115879,2017-11-02,19.39,Core,0.543
TW-115880,2017-11-01,19.47,AddOn,0.425
TW-115881,2017-11-01,27.22,Core,0.236
TW-115881,2017-10-31,28.12,Plus,0.869
TW-115882,2017-11-01,34.72,Premium,0.984
TW-115882,2017-10-31,27.97,Plus,0.927
TW-115883,2017-10-29,39.46,Core,0.143
TW-115883,2017-10-31,32.65,Core,0.226
TW-115884,2017-10-31,23.93,Plus,0.806
TW-115885,2017-11-01,45.37,Premium,0.31
TW-115885,2017-10-31,29.72,Plus,0.947
TW-115885,2017-10-31,33.92,AddOn,0.854
TW-115886,2017-11-01,25.51,Plus,0.204
TW-115886,2017-11-01,48.75,Premium,0.25
TW-115886,2017-10-31,50.87,AddOn,0.856
TW-115887,2017-10-31,21.78,AddOn,0.341
TW-115887,2017-11-01,36.58,Premium,0.172
TW-115888,2017-09-10,142.66,AddOn,0.742
TW-115888,2017-11-22,137.55,Plus,0.551
TW-115888,2017-11-23,132.9,Premium,0.762
TW-115888,2017-10-23,74.76,Plus,0.276
TW-115888,2017-09-26,106.82,Premium,0.604
TW-115888,2017-11-12,130.12,Plus,0.917
TW-115888,2017-11-07,125.95,Core,0.694
TW-115888,2017-09-21,80.61,Premium,0.805
TW-115888,2017-10-09,124.73,AddOn,0.922
TW-115888,2017-09-13,94.14,AddOn,0.656
TW-115888,2017-10-26,146.64,Plus,0.139
TW-115888,2017-10-21,137.45,Plus,0.32
TW-115888,2017-10-14,96.68,AddOn,0.981
TW-115888,2017-10-11,89.94,AddOn,0.782
TW-115888,2017-09-17,115.18,Plus,0.676
TW-115888,2017-11-19,67.03,AddOn,0.259
TW-115888,2017-11-17,111.64,Premium,0.521
TW-115888,2017-10-10,93.83,Core,0.872
TW-115889,2017-10-31,29.29,Plus,0.098
TW-115889,2017-11-01,38.05,Premium,0.873
TW-115889,2017-10-31,37.96,Premium,0.255
TW-115889,2017-11-01,32.64,Plus,0.283
TW-115889,2017-11-01,25.19,Plus,0.961
TW-115891,2017-10-31,33.43,Premium,0.757
TW-115892,2017-11-01,34.45,Core,0.658
TW-115892,2017-10-31,26.95,Core,0.821
TW-115892,2017-11-01,30.99,AddOn,0.184
TW-115892,2017-11-01,48.0,Core,0.926
