customer_id,health_segment,health_score,churn_probability,clv,intervention_cost,retention_uplift_prob,expected_clv_saved,expected_net_value,expected_roi,score_confidence
TW-132443,Critical,35.8,1.0,20315.000000000004,45.0,0.22,4469.300000000001,4424.300000000001,98.3177777777778,High
TW-131477,Critical,35.73,1.0,19828.0,45.0,0.22,4362.16,4317.16,95.93688888888889,High
TW-133571,Critical,35.65,1.0,19527.66666666667,45.0,0.22,4296.086666666668,4251.086666666668,94.46859259259261,High
TW-120251,Critical,37.15,1.0,20217.33333333333,45.0,0.2094736842105263,4234.999298245613,4189.999298245613,93.11109551656918,High
TW-146143,Critical,35.36,1.0,18665.333333333336,45.0,0.22,4106.373333333334,4061.373333333334,90.25274074074075,High
TW-117624,Critical,35.64,1.0,18493.33333333333,45.0,0.21565217391304348,3988.127536231883,3943.127536231883,87.62505636070851,High
TW-122720,Critical,35.12,1.0,17973.666666666668,45.0,0.22,3954.206666666667,3909.206666666667,86.87125925925926,High
TW-139532,Critical,35.14,1.0,17900.333333333332,45.0,0.22,3938.0733333333333,3893.0733333333333,86.51274074074074,High
TW-120701,Critical,35.62,1.0,17911.666666666668,45.0,0.21545454545454545,3859.15,3814.15,84.75888888888889,High
TW-140976,Critical,34.94,1.0,17461.666666666668,45.0,0.22,3841.566666666667,3796.566666666667,84.36814814814815,High
TW-122219,Critical,35.09,1.0,17394.666666666668,45.0,0.22,3826.826666666667,3781.826666666667,84.0405925925926,High
TW-146220,Critical,35.72,1.0,17621.333333333332,45.0,0.21523809523809523,3792.7822222222217,3747.7822222222217,83.28404938271603,High
TW-121656,Critical,34.8,1.0,17145.0,45.0,0.22,3771.9,3726.9,82.82000000000001,High
TW-123963,Critical,34.61,1.0,16878.333333333336,45.0,0.22,3713.233333333334,3668.233333333334,81.51629629629632,High
TW-133250,Critical,33.99,1.0,16407.666666666668,45.0,0.22526315789473683,3696.042807017544,3651.042807017544,81.13428460038986,High
TW-120054,Critical,33.65,1.0,16299.333333333334,45.0,0.22588235294117648,3681.7317647058826,3636.7317647058826,80.81626143790851,High
TW-135810,Critical,34.87,1.0,16655.333333333336,45.0,0.22,3664.173333333334,3619.173333333334,80.4260740740741,High
TW-123777,Critical,34.73,1.0,16651.666666666668,45.0,0.22,3663.366666666667,3618.366666666667,80.40814814814816,High
TW-115913,Critical,36.25,1.0,17251.0,45.0,0.21130434782608695,3645.211304347826,3600.211304347826,80.00469565217392,High
TW-119703,Critical,36.21,1.0,17254.666666666668,45.0,0.2109090909090909,3639.166060606061,3594.166060606061,79.8703569023569,High
TW-127841,Critical,33.51,1.0,16046.0,45.0,0.22625,3630.4075000000003,3585.4075000000003,79.67572222222223,High
TW-123350,Critical,33.44,1.0,15804.666666666666,45.0,0.22625,3575.8058333333333,3530.8058333333333,78.46235185185185,High
TW-123971,Critical,34.57,1.0,16251.666666666668,45.0,0.22,3575.366666666667,3530.366666666667,78.4525925925926,High
TW-132414,Critical,34.59,1.0,16113.333333333334,45.0,0.22,3544.9333333333334,3499.9333333333334,77.7762962962963,High
TW-117241,Critical,34.47,1.0,15993.000000000002,45.0,0.22,3518.4600000000005,3473.4600000000005,77.18800000000002,High
TW-131026,Critical,33.39,1.0,15939.333333333334,45.0,0.22,3506.6533333333336,3461.6533333333336,76.92562962962964,High
TW-121110,Critical,33.34,1.0,15467.0,45.0,0.22666666666666666,3505.853333333333,3460.853333333333,76.90785185185185,High
TW-142566,Critical,34.34,1.0,15489.000000000002,45.0,0.22,3407.5800000000004,3362.5800000000004,74.724,High
TW-120700,Critical,34.25,1.0,15401.0,45.0,0.22,3388.22,3343.22,74.29377777777778,High
TW-127296,Critical,34.32,1.0,15266.333333333334,45.0,0.22,3358.5933333333337,3313.5933333333337,73.63540740740741,High
TW-140615,Critical,34.24,1.0,15164.666666666668,45.0,0.22,3336.226666666667,3291.226666666667,73.13837037037038,High
TW-118701,Critical,34.04,1.0,15101.0,45.0,0.22,3322.22,3277.22,72.82711111111111,High
TW-122656,Critical,33.45,1.0,14763.000000000002,45.0,0.225,3321.6750000000006,3276.6750000000006,72.81500000000001,High
TW-133779,Critical,34.27,1.0,14908.0,45.0,0.22,3279.76,3234.76,71.88355555555556,High
TW-120395,Critical,32.83,1.0,14375.666666666668,45.0,0.22666666666666666,3258.4844444444448,3213.4844444444448,71.41076543209877,High
TW-115765,Critical,34.05,1.0,14780.333333333334,45.0,0.22,3251.6733333333336,3206.6733333333336,71.25940740740741,High
TW-129717,Critical,32.6,1.0,14047.666666666668,45.0,0.2276923076923077,3198.5456410256415,3153.5456410256415,70.07879202279203,High
TW-120227,Critical,33.96,1.0,14536.666666666668,45.0,0.22,3198.066666666667,3153.066666666667,70.06814814814815,High
TW-128435,Critical,34.81,1.0,14622.000000000002,45.0,0.21411764705882352,3130.828235294118,3085.828235294118,68.57396078431373,High
TW-128594,Critical,35.07,1.0,14646.666666666666,45.0,0.21375,3130.725,3085.725,68.57166666666666,High
TW-118183,Critical,33.81,1.0,14210.333333333334,45.0,0.22,3126.2733333333335,3081.2733333333335,68.47274074074075,High
TW-116785,Critical,33.83,1.0,14079.0,45.0,0.22,3097.38,3052.38,67.83066666666667,High
TW-120152,Critical,34.04,1.0,14036.666666666668,45.0,0.22,3088.066666666667,3043.066666666667,67.62370370370371,High
TW-122366,Critical,34.89,1.0,14441.333333333334,45.0,0.21333333333333335,3080.8177777777782,3035.8177777777782,67.46261728395062,High
TW-120918,Critical,33.72,1.0,13955.333333333334,45.0,0.22,3070.1733333333336,3025.1733333333336,67.22607407407408,High
TW-120613,Critical,33.87,1.0,13920.666666666668,45.0,0.22,3062.546666666667,3017.546666666667,67.05659259259261,High
TW-138795,Critical,33.88,1.0,13823.666666666664,45.0,0.22,3041.206666666666,2996.206666666666,66.58237037037036,High
TW-125348,Critical,33.61,1.0,13736.666666666668,45.0,0.22,3022.066666666667,2977.066666666667,66.15703703703704,High
TW-123126,Critical,32.68,1.0,13313.333333333334,45.0,0.22666666666666666,3017.688888888889,2972.688888888889,66.05975308641975,High
TW-142563,Critical,33.73,1.0,13537.000000000002,45.0,0.22,2978.1400000000003,2933.1400000000003,65.1808888888889,High
TW-116879,Critical,33.71,1.0,13521.666666666668,45.0,0.22,2974.766666666667,2929.766666666667,65.10592592592593,High
TW-134995,Critical,33.73,1.0,13404.0,45.0,0.22,2948.88,2903.88,64.53066666666668,High
TW-132033,Critical,33.69,1.0,13344.0,45.0,0.22,2935.68,2890.68,64.23733333333332,High
TW-147125,Critical,33.67,1.0,13339.333333333334,45.0,0.22,2934.6533333333336,2889.6533333333336,64.21451851851853,High
TW-147113,Critical,33.65,1.0,12957.333333333334,45.0,0.22,2850.6133333333337,2805.6133333333337,62.34696296296297,High
TW-146382,Critical,33.53,1.0,12949.333333333334,45.0,0.22,2848.8533333333335,2803.8533333333335,62.30785185185186,High
TW-119773,Critical,34.7,1.0,13371.0,45.0,0.21285714285714286,2846.112857142857,2801.112857142857,62.24695238095238,High
TW-148037,Critical,33.46,1.0,12737.666666666668,45.0,0.22,2802.286666666667,2757.286666666667,61.27303703703704,High
TW-146547,Critical,33.47,1.0,12712.666666666668,45.0,0.22,2796.786666666667,2751.786666666667,61.15081481481482,High
TW-133883,Critical,33.51,1.0,12709.333333333332,45.0,0.22,2796.0533333333333,2751.0533333333333,61.13451851851852,High
TW-131040,Critical,32.33,1.0,12276.666666666668,45.0,0.22666666666666666,2782.711111111111,2737.711111111111,60.83802469135803,High
TW-120396,Critical,33.11,1.0,12470.333333333334,45.0,0.22,2743.4733333333334,2698.4733333333334,59.96607407407407,High
TW-119904,Critical,33.16,1.0,12365.666666666668,45.0,0.22,2720.446666666667,2675.446666666667,59.454370370370384,High
TW-149154,Critical,33.41,1.0,12285.666666666664,45.0,0.22,2702.8466666666664,2657.8466666666664,59.063259259259254,High
TW-120374,Critical,33.18,1.0,12178.333333333334,45.0,0.22,2679.2333333333336,2634.2333333333336,58.53851851851852,High
TW-135202,Critical,35.93,1.0,13078.666666666668,45.0,0.20461538461538462,2676.0964102564103,2631.0964102564103,58.46880911680912,High
TW-142068,Critical,33.31,1.0,12114.000000000002,45.0,0.22,2665.0800000000004,2620.0800000000004,58.22400000000001,High
TW-145540,Critical,32.52,1.0,11769.0,45.0,0.22588235294117648,2658.409411764706,2613.409411764706,58.07576470588236,High
TW-149156,Critical,33.31,1.0,12067.333333333334,45.0,0.22,2654.8133333333335,2609.8133333333335,57.99585185185185,High
TW-140081,Critical,31.79,1.0,11590.0,45.0,0.22833333333333333,2646.383333333333,2601.383333333333,57.80851851851852,High
TW-131799,Critical,33.24,1.0,12016.333333333334,45.0,0.22,2643.5933333333337,2598.5933333333337,57.74651851851853,High
TW-144694,Critical,33.27,1.0,11986.333333333332,45.0,0.22,2636.993333333333,2591.993333333333,57.599851851851845,High
TW-119675,Critical,28.02,1.0,10543.333333333334,45.0,0.25,2635.8333333333335,2590.8333333333335,57.574074074074076,High
TW-116303,Critical,33.16,1.0,11929.333333333334,45.0,0.22,2624.4533333333334,2579.4533333333334,57.321185185185186,High
TW-115990,Critical,33.26,1.0,11910.666666666666,45.0,0.22,2620.3466666666664,2575.3466666666664,57.22992592592592,High
TW-131141,Critical,35.17,1.0,12531.0,45.0,0.2088888888888889,2617.586666666667,2572.586666666667,57.1685925925926,High
TW-137810,Critical,34.6,1.0,12349.666666666668,45.0,0.21166666666666667,2614.012777777778,2569.012777777778,57.089172839506176,High
TW-143540,Critical,33.1,1.0,11706.0,45.0,0.22,2575.32,2530.32,56.22933333333334,High
TW-146916,Critical,33.15,1.0,11665.333333333334,45.0,0.22,2566.3733333333334,2521.3733333333334,56.03051851851852,High
TW-116903,Critical,31.07,1.0,11083.0,45.0,0.2311111111111111,2561.4044444444444,2516.4044444444444,55.920098765432094,High
TW-130985,Critical,33.16,1.0,11635.333333333334,45.0,0.22,2559.7733333333335,2514.7733333333335,55.88385185185186,High
TW-128533,Critical,32.95,1.0,11601.999999999998,45.0,0.22,2552.4399999999996,2507.4399999999996,55.72088888888888,High
TW-138388,Critical,33.15,1.0,11595.333333333334,45.0,0.22,2550.9733333333334,2505.9733333333334,55.68829629629629,High
TW-116415,Critical,32.91,1.0,11541.333333333334,45.0,0.22,2539.0933333333337,2494.0933333333337,55.424296296296305,High
TW-140820,Critical,33.08,1.0,11508.333333333334,45.0,0.22,2531.8333333333335,2486.8333333333335,55.262962962962966,High
TW-122270,Critical,33.05,1.0,11475.0,45.0,0.22,2524.5,2479.5,55.1,High
TW-147809,Critical,31.83,1.0,11075.000000000002,45.0,0.22714285714285715,2515.607142857143,2470.607142857143,54.90238095238096,High
TW-122255,Critical,33.06,1.0,11432.0,45.0,0.22,2515.04,2470.04,54.88977777777778,High
TW-134107,Critical,33.05,1.0,11414.333333333334,45.0,0.22,2511.1533333333336,2466.1533333333336,54.80340740740741,High
TW-137049,Critical,33.02,1.0,11341.333333333334,45.0,0.22,2495.0933333333337,2450.0933333333337,54.44651851851852,High
TW-147948,Critical,32.98,1.0,11279.666666666666,45.0,0.22,2481.5266666666666,2436.5266666666666,54.145037037037035,High
TW-146617,Critical,34.03,1.0,11582.666666666668,45.0,0.21375,2475.795,2430.795,54.01766666666667,High
TW-121705,Critical,33.12,1.0,11248.333333333336,45.0,0.22,2474.6333333333337,2429.6333333333337,53.99185185185186,High
TW-122994,Critical,33.08,1.0,11242.666666666666,45.0,0.22,2473.3866666666668,2428.3866666666668,53.96414814814815,High
TW-140000,Critical,32.96,1.0,11241.666666666668,45.0,0.22,2473.166666666667,2428.166666666667,53.95925925925927,High
TW-124295,Critical,32.76,1.0,11213.333333333332,45.0,0.22,2466.933333333333,2421.933333333333,53.82074074074073,High
TW-143338,Critical,31.65,1.0,10820.666666666668,45.0,0.2276923076923077,2463.7825641025643,2418.7825641025643,53.75072364672365,High
TW-130736,Critical,32.92,1.0,11086.666666666668,45.0,0.22,2439.066666666667,2394.066666666667,53.20148148148149,High
TW-144168,Critical,32.9,1.0,11076.666666666668,45.0,0.22,2436.866666666667,2391.866666666667,53.1525925925926,High
TW-142579,Critical,32.93,1.0,11064.000000000002,45.0,0.22,2434.0800000000004,2389.0800000000004,53.09066666666668,High
TW-122413,Critical,32.7,1.0,10987.666666666666,45.0,0.22,2417.2866666666664,2372.2866666666664,52.71748148148148,High
TW-123814,Critical,32.67,1.0,10941.666666666668,45.0,0.22,2407.166666666667,2362.166666666667,52.4925925925926,High
TW-146136,Critical,31.59,1.0,10511.666666666668,45.0,0.22833333333333333,2400.1638888888892,2355.1638888888892,52.33697530864198,High
TW-145114,Critical,33.9,1.0,11220.000000000002,45.0,0.21375,2398.2750000000005,2353.2750000000005,52.29500000000001,High
TW-115712,Critical,32.64,1.0,10851.333333333334,45.0,0.22,2387.2933333333335,2342.2933333333335,52.05096296296297,High
TW-141521,Critical,32.79,1.0,10806.333333333334,45.0,0.22,2377.3933333333334,2332.3933333333334,51.830962962962964,High
TW-133774,Critical,32.84,1.0,10802.0,45.0,0.22,2376.44,2331.44,51.80977777777778,High
TW-117691,Critical,31.08,1.0,10352.666666666666,45.0,0.2290909090909091,2371.701818181818,2326.701818181818,51.704484848484846,High
TW-127954,Critical,32.59,1.0,10699.333333333336,45.0,0.22,2353.853333333334,2308.853333333334,51.307851851851865,High
TW-144964,Critical,32.75,1.0,10684.333333333332,45.0,0.22,2350.5533333333333,2305.5533333333333,51.23451851851852,High
TW-147197,Critical,30.86,1.0,10150.333333333334,45.0,0.2311111111111111,2345.8548148148147,2300.8548148148147,51.13010699588477,High
TW-135186,Critical,34.31,1.0,11106.333333333336,45.0,0.2109090909090909,2342.426666666667,2297.426666666667,51.05392592592594,High
TW-142000,Critical,32.72,1.0,10639.333333333334,45.0,0.22,2340.6533333333336,2295.6533333333336,51.01451851851853,High
TW-143570,Critical,32.71,1.0,10599.333333333334,45.0,0.22,2331.8533333333335,2286.8533333333335,50.818962962962964,High
TW-136880,Critical,32.73,1.0,10548.666666666668,45.0,0.22,2320.706666666667,2275.706666666667,50.571259259259264,High
TW-142841,Critical,32.68,1.0,10533.333333333334,45.0,0.22,2317.3333333333335,2272.3333333333335,50.4962962962963,High
TW-132745,Critical,32.72,1.0,10530.666666666668,45.0,0.22,2316.746666666667,2271.746666666667,50.48325925925926,High
TW-145586,Critical,32.68,1.0,10526.666666666668,45.0,0.22,2315.866666666667,2270.866666666667,50.46370370370371,High
TW-128241,Critical,32.52,1.0,10521.333333333334,45.0,0.22,2314.6933333333336,2269.6933333333336,50.43762962962963,High
TW-145395,Critical,32.86,1.0,10510.666666666666,45.0,0.22,2312.3466666666664,2267.3466666666664,50.38548148148148,High
TW-120153,Critical,32.63,1.0,10508.000000000002,45.0,0.22,2311.76,2266.76,50.37244444444445,High
TW-135221,Critical,32.7,1.0,10471.0,45.0,0.22,2303.62,2258.62,50.19155555555555,High
TW-120424,Critical,32.46,1.0,10399.000000000002,45.0,0.22,2287.78,2242.78,49.83955555555556,High
TW-134498,Critical,32.66,1.0,10347.666666666668,45.0,0.22,2276.486666666667,2231.486666666667,49.588592592592605,High
TW-142588,Critical,34.19,1.0,10729.666666666666,45.0,0.21166666666666667,2271.112777777778,2226.112777777778,49.46917283950617,High
TW-117336,Critical,32.57,1.0,10278.666666666668,45.0,0.22,2261.306666666667,2216.306666666667,49.251259259259264,High
TW-142076,Critical,32.56,1.0,10228.333333333334,45.0,0.22,2250.2333333333336,2205.2333333333336,49.00518518518519,High
TW-143149,Critical,32.56,1.0,10227.0,45.0,0.22,2249.94,2204.94,48.998666666666665,High
TW-134849,Critical,32.75,1.0,10218.000000000002,45.0,0.22,2247.9600000000005,2202.9600000000005,48.954666666666675,High
TW-122822,Critical,32.39,1.0,10209.0,45.0,0.22,2245.98,2200.98,48.910666666666664,High
TW-126075,Critical,32.54,1.0,10165.000000000002,45.0,0.22,2236.3000000000006,2191.3000000000006,48.69555555555557,High
TW-124257,Critical,32.52,1.0,10100.333333333332,45.0,0.22,2222.0733333333333,2177.0733333333333,48.379407407407406,High
TW-125553,Critical,34.88,1.0,10795.666666666668,45.0,0.2057142857142857,2220.822857142857,2175.822857142857,48.351619047619046,High
TW-120671,Critical,32.49,1.0,10092.666666666666,45.0,0.22,2220.3866666666668,2175.3866666666668,48.34192592592593,High
TW-132535,Critical,32.53,1.0,10064.333333333334,45.0,0.22,2214.1533333333336,2169.1533333333336,48.20340740740741,High
TW-130197,Critical,32.64,1.0,10054.666666666666,45.0,0.22,2212.0266666666666,2167.0266666666666,48.15614814814815,High
TW-120350,Critical,33.86,1.0,10474.333333333334,45.0,0.2109090909090909,2209.1321212121215,2164.1321212121215,48.09182491582492,High
TW-144812,Critical,32.63,1.0,10040.666666666668,45.0,0.22,2208.946666666667,2163.946666666667,48.08770370370372,High
TW-131293,Critical,34.39,1.0,10570.666666666668,45.0,0.2088888888888889,2208.094814814815,2163.094814814815,48.06877366255144,High
TW-128945,Critical,30.91,1.0,9636.0,45.0,0.2290909090909091,2207.52,2162.52,48.056,High
TW-121706,Critical,32.63,1.0,10000.0,45.0,0.22,2200.0,2155.0,47.888888888888886,High
TW-121143,Critical,32.44,1.0,9998.666666666666,45.0,0.22,2199.7066666666665,2154.7066666666665,47.88237037037037,High
TW-116151,Critical,33.65,1.0,10318.000000000002,45.0,0.21285714285714286,2196.26,2151.26,47.805777777777784,High
TW-132796,Critical,30.97,1.0,9584.333333333334,45.0,0.2290909090909091,2195.6836363636367,2150.6836363636367,47.792969696969706,High
TW-122220,Critical,32.3,1.0,9977.333333333334,45.0,0.22,2195.0133333333333,2150.0133333333333,47.77807407407408,High
TW-142015,Critical,32.6,1.0,9971.0,45.0,0.22,2193.62,2148.62,47.74711111111111,High
TW-122349,Critical,33.67,1.0,10292.0,45.0,0.21166666666666667,2178.4733333333334,2133.4733333333334,47.41051851851852,High
TW-131440,Critical,32.48,1.0,9898.0,45.0,0.22,2177.56,2132.56,47.39022222222222,High
TW-122363,Critical,32.38,1.0,9884.666666666668,45.0,0.22,2174.626666666667,2129.626666666667,47.32503703703704,High
TW-145555,Critical,32.45,1.0,9880.0,45.0,0.22,2173.6,2128.6,47.30222222222222,High
TW-134664,Critical,32.43,1.0,9827.333333333334,45.0,0.22,2162.0133333333333,2117.0133333333333,47.04474074074074,High
TW-133178,Critical,35.83,1.0,10796.0,45.0,0.2,2159.2000000000003,2114.2000000000003,46.98222222222223,High
TW-142554,Critical,32.49,1.0,9768.333333333334,45.0,0.22,2149.0333333333333,2104.0333333333333,46.7562962962963,High
TW-130675,Critical,34.1,1.0,10231.666666666666,45.0,0.21,2148.6499999999996,2103.6499999999996,46.74777777777777,High
TW-144764,Critical,33.8,1.0,10140.0,45.0,0.21166666666666667,2146.3,2101.3,46.69555555555556,High
TW-123693,Critical,32.4,1.0,9746.666666666666,45.0,0.22,2144.2666666666664,2099.2666666666664,46.65037037037037,High
TW-116211,Critical,32.31,1.0,9738.0,45.0,0.22,2142.36,2097.36,46.608000000000004,High
TW-132654,Critical,32.53,1.0,9728.666666666668,45.0,0.22,2140.306666666667,2095.306666666667,46.562370370370374,High
TW-118925,Critical,30.52,1.0,9275.0,45.0,0.23,2133.25,2088.25,46.40555555555556,High
TW-133378,Critical,34.25,1.0,10164.666666666666,45.0,0.2088888888888889,2123.2859259259258,2078.2859259259258,46.1841316872428,High
TW-129772,Critical,32.17,1.0,9649.999999999998,45.0,0.22,2122.9999999999995,2077.9999999999995,46.17777777777777,High
TW-141539,Critical,34.15,1.0,10056.0,45.0,0.2088888888888889,2100.5866666666666,2055.5866666666666,45.6797037037037,High
TW-133420,Critical,32.32,1.0,9540.666666666668,45.0,0.22,2098.946666666667,2053.946666666667,45.64325925925927,High
TW-120230,Critical,32.12,1.0,9527.0,45.0,0.22,2095.94,2050.94,45.57644444444445,High
TW-122948,Critical,32.21,1.0,9497.333333333334,45.0,0.22,2089.4133333333334,2044.4133333333334,45.431407407407406,High
TW-131088,Critical,34.18,1.0,9979.666666666668,45.0,0.2088888888888889,2084.641481481482,2039.641481481482,45.32536625514405,High
TW-127430,Critical,32.08,1.0,9422.000000000002,45.0,0.22,2072.8400000000006,2027.8400000000006,45.06311111111113,High
TW-119898,Critical,32.07,1.0,9418.000000000002,45.0,0.22,2071.9600000000005,2026.9600000000005,45.043555555555564,High
TW-130525,Critical,32.16,1.0,9413.0,45.0,0.22,2070.86,2025.8600000000001,45.019111111111116,High
TW-136304,Critical,32.37,1.0,9412.666666666666,45.0,0.22,2070.7866666666664,2025.7866666666664,45.017481481481475,High
TW-144595,Critical,32.22,1.0,9412.0,45.0,0.22,2070.64,2025.6399999999999,45.014222222222216,High
TW-134321,Critical,32.27,1.0,9386.66666666667,45.0,0.22,2065.0666666666675,2020.0666666666675,44.89037037037039,High
TW-134908,Critical,34.14,1.0,9881.333333333336,45.0,0.2088888888888889,2064.1007407407415,2019.1007407407415,44.868905349794254,High
TW-131959,Critical,32.31,1.0,9368.333333333334,45.0,0.22,2061.0333333333333,2016.0333333333333,44.80074074074074,High
TW-119940,Critical,32.37,1.0,9357.666666666666,45.0,0.22,2058.6866666666665,2013.6866666666665,44.74859259259259,High
TW-120469,Critical,33.32,1.0,9621.666666666666,45.0,0.21285714285714286,2048.040476190476,2003.040476190476,44.51201058201058,High
TW-148076,Critical,32.63,1.0,9292.666666666666,45.0,0.22,2044.3866666666665,1999.3866666666665,44.43081481481481,High
TW-143957,Critical,32.25,1.0,9237.666666666666,45.0,0.22,2032.2866666666666,1987.2866666666666,44.16192592592593,High
TW-130420,Critical,32.09,1.0,9232.333333333332,45.0,0.22,2031.113333333333,1986.113333333333,44.13585185185185,High
TW-145709,Critical,33.79,1.0,9629.0,45.0,0.2109090909090909,2030.8436363636363,1985.8436363636363,44.129858585858585,High
TW-143045,Critical,32.24,1.0,9220.666666666668,45.0,0.22,2028.5466666666669,1983.5466666666669,44.07881481481482,High
TW-132818,Critical,32.27,1.0,9216.666666666668,45.0,0.22,2027.666666666667,1982.666666666667,44.059259259259264,High
TW-118918,Critical,32.08,1.0,9216.666666666668,45.0,0.22,2027.666666666667,1982.666666666667,44.059259259259264,High
TW-131416,Critical,32.19,1.0,9188.0,45.0,0.22,2021.36,1976.36,43.91911111111111,High
TW-126220,Critical,30.38,1.0,8782.666666666666,45.0,0.23,2020.0133333333333,1975.0133333333333,43.889185185185184,High
TW-144491,Critical,32.54,1.0,9162.0,45.0,0.22,2015.64,1970.64,43.792,High
TW-137253,Critical,32.25,1.0,9134.999999999998,45.0,0.22,2009.6999999999996,1964.6999999999996,43.65999999999999,High
TW-126912,Critical,31.95,1.0,9112.666666666666,45.0,0.22,2004.7866666666666,1959.7866666666666,43.550814814814814,High
TW-135696,Critical,32.16,1.0,9107.666666666668,45.0,0.22,2003.686666666667,1958.686666666667,43.52637037037038,High
TW-118824,Critical,31.63,1.0,9105.333333333334,45.0,0.22,2003.1733333333334,1958.1733333333334,43.51496296296296,High
TW-122812,Critical,31.94,1.0,9089.666666666666,45.0,0.22,1999.7266666666665,1954.7266666666665,43.438370370370365,High
TW-119430,Critical,29.74,1.0,8493.0,45.0,0.2353846153846154,1999.1215384615384,1954.1215384615384,43.42492307692308,High
TW-141442,Critical,32.18,1.0,9061.0,45.0,0.22,1993.42,1948.42,43.29822222222222,High
TW-119698,Critical,33.79,1.0,9541.000000000002,45.0,0.2088888888888889,1993.0088888888895,1948.0088888888895,43.2890864197531,High
