customer_id,last_purchase,frequency,monetary_total,monetary_avg,recency_days,ticket_volume,resolution_time_avg,social_mentions_count,sentiment_mean,sentiment_min,sentiment_max,sentiment_recent_mean,sentiment_trend,avg_purchase_value,purchase_frequency,clv,churned
TW-115723,2017-11-01,4,142.68,35.67,3042,5,24.0,5,0.0,0.0,0.0,0.0,0.0,35.67,4,4756.0,0
TW-115724,2017-10-31,2,63.19,31.595,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.595,2,2106.3333333333335,0
TW-115725,2017-11-24,2,81.35,40.675,3019,5,24.0,5,0.0,0.0,0.0,0.0,0.0,40.675,2,2711.6666666666665,0
TW-115727,2017-11-01,2,41.7,20.85,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,20.85,2,1390.0000000000002,0
TW-115728,2017-11-01,4,123.97,30.9925,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,30.9925,4,4132.333333333333,0
TW-115729,2017-11-01,1,30.43,30.43,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.43,1,1014.3333333333334,0
TW-115730,2017-11-01,4,116.6,29.15,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,29.15,4,3886.6666666666665,0
TW-115731,2017-11-01,2,53.32,26.66,3042,2,24.0,2,0.5,0.0,1.0,0.5,0.0,26.66,2,1777.3333333333335,0
TW-115732,2017-11-01,1,30.76,30.76,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.76,1,1025.3333333333335,0
TW-115733,2017-11-01,4,131.13,32.7825,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,32.7825,4,4371.0,0
TW-115734,2017-10-31,1,26.97,26.97,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,26.97,1,899.0,0
TW-115735,2017-10-31,3,94.46,31.486666666666668,3043,2,24.0,2,0.5,0.0,1.0,0.5,0.0,31.486666666666668,3,3148.666666666667,0
TW-115736,2017-11-01,1,24.4,24.4,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.4,1,813.3333333333334,0
TW-115737,2017-11-01,1,25.18,25.18,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,25.18,1,839.3333333333334,0
TW-115738,2017-10-31,2,36.64,18.32,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,18.32,2,1221.3333333333335,0
TW-115739,2017-11-01,3,83.77,27.92333333333333,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.92333333333333,3,2792.333333333333,0
TW-115740,2017-11-01,3,74.56,24.85333333333333,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.85333333333333,3,2485.3333333333335,0
TW-115741,2017-11-01,5,179.47,35.894,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,35.894,5,5982.333333333334,0
TW-115742,2017-10-31,1,28.13,28.13,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.13,1,937.6666666666666,0
TW-115743,2017-10-31,2,58.4,29.2,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,29.2,2,1946.6666666666667,0
TW-115744,2017-11-01,4,126.6,31.65,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.65,4,4220.0,0
TW-115745,2017-11-01,3,99.93,33.31,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,33.31,3,3331.0000000000005,0
TW-115746,2017-11-01,4,122.44,30.61,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.61,4,4081.3333333333335,0
TW-115747,2017-11-01,3,77.73,25.91,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.91,3,2591.0000000000005,0
TW-115748,2017-10-31,3,99.02,33.00666666666667,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,33.00666666666667,3,3300.666666666667,0
TW-115749,2017-11-01,3,95.7,31.899999999999995,3042,5,24.0,5,0.0,0.0,0.0,0.0,0.0,31.899999999999995,3,3189.9999999999995,0
TW-115750,2017-11-01,2,61.63,30.815,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.815,2,2054.3333333333335,0
TW-115751,2017-11-01,5,180.91,36.182,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,36.182,5,6030.333333333334,0
TW-115752,2017-11-01,2,56.92,28.46,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.46,2,1897.3333333333335,0
TW-115753,2017-11-01,4,82.53999999999999,20.635,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,20.635,4,2751.3333333333335,0
TW-115755,2017-10-31,1,32.73,32.73,3043,2,24.0,2,0.0,0.0,0.0,0.0,0.0,32.73,1,1091.0,0
TW-115756,2017-11-03,4,100.54,25.135,3040,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.135,4,3351.3333333333335,0
TW-115757,2017-11-01,3,97.54,32.51333333333333,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,32.51333333333333,3,3251.333333333333,0
TW-115758,2017-11-01,3,79.08,26.36,3042,1,24.0,1,1.0,1.0,1.0,1.0,0.0,26.36,3,2636.0,0
TW-115759,2017-11-01,3,103.28,34.42666666666667,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,34.42666666666667,3,3442.666666666667,0
TW-115760,2017-11-01,3,73.22,24.406666666666663,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.406666666666663,3,2440.666666666666,0
TW-115762,2017-11-01,6,195.54,32.59,3042,6,24.0,6,0.0,0.0,0.0,0.0,0.0,32.59,6,6518.000000000001,1
TW-115763,2017-11-01,4,125.22,31.305,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,31.305,4,4174.0,0
TW-115764,2017-10-31,2,38.8,19.4,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,19.4,2,1293.3333333333333,0
TW-115765,2017-11-08,8,443.41,55.42625,3035,20,24.0,20,0.0,0.0,0.0,0.0,0.0,55.42625,8,14780.333333333334,1
TW-115766,2017-11-20,4,169.89,42.4725,3023,6,24.0,6,0.0,0.0,0.0,0.0,0.0,42.4725,4,5663.0,1
TW-115767,2017-11-01,3,110.55,36.85,3042,5,24.0,5,0.0,0.0,0.0,0.0,0.0,36.85,3,3685.0000000000005,0
TW-115768,2017-11-04,5,252.18,50.436,3039,10,24.0,10,-0.0333333333333333,-0.3333333333333333,0.0,-0.0555555555555555,-0.0222222222222222,50.436,5,8406.0,1
TW-115769,2017-10-19,3,103.65,34.550000000000004,3055,1,24.0,1,0.0,0.0,0.0,0.0,0.0,34.550000000000004,3,3455.0000000000005,0
TW-115770,2017-11-22,3,109.93,36.64333333333334,3021,4,24.0,4,0.0,0.0,0.0,0.0,0.0,36.64333333333334,3,3664.3333333333335,0
TW-115771,2017-12-02,1,31.6,31.6,3011,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.6,1,1053.3333333333335,0
TW-115772,2017-10-29,4,125.73,31.4325,3045,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.4325,4,4191.0,0
TW-115773,2017-10-29,3,91.99,30.66333333333333,3045,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.66333333333333,3,3066.3333333333335,0
TW-115774,2017-10-29,4,131.73,32.9325,3045,1,24.0,1,0.0,0.0,0.0,0.0,0.0,32.9325,4,4391.0,0
TW-115775,2017-11-01,1,19.92,19.92,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,19.92,1,664.0000000000001,0
TW-115776,2017-10-27,4,137.69,34.4225,3047,2,24.0,2,0.0,0.0,0.0,0.0,0.0,34.4225,4,4589.666666666667,0
TW-115778,2017-11-01,3,98.04,32.68,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,32.68,3,3268.0,0
TW-115779,2017-10-28,2,42.99,21.495,3046,1,24.0,1,0.0,0.0,0.0,0.0,0.0,21.495,2,1433.0000000000002,0
TW-115780,2017-11-01,2,60.26,30.13,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.13,2,2008.6666666666667,0
TW-115781,2017-11-02,2,78.99000000000001,39.495000000000005,3041,3,24.0,3,0.3333333333333333,0.0,1.0,1.0,0.6666666666666667,39.495000000000005,2,2633.0000000000005,0
TW-115782,2017-11-01,2,49.2,24.6,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,24.6,2,1640.0000000000002,0
TW-115783,2017-11-29,6,230.5,38.41666666666666,3014,8,24.0,8,0.0,0.0,0.0,0.0,0.0,38.41666666666666,6,7683.333333333332,1
TW-115784,2017-10-31,1,29.99,29.99,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,29.99,1,999.6666666666666,0
TW-115785,2017-11-01,5,192.16,38.432,3042,7,24.0,7,0.0,0.0,0.0,0.0,0.0,38.432,5,6405.333333333335,1
TW-115786,2017-11-21,3,77.48,25.826666666666668,3022,5,24.0,5,0.0,0.0,0.0,0.0,0.0,25.826666666666668,3,2582.666666666667,0
TW-115787,2017-11-23,4,111.61,27.902500000000003,3020,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.902500000000003,4,3720.333333333334,0
TW-115789,2017-10-31,1,24.9,24.9,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,24.9,1,830.0,0
TW-115791,2017-11-01,4,117.25,29.3125,3042,4,24.0,4,0.0,0.0,0.0,0.0,0.0,29.3125,4,3908.3333333333335,0
TW-115792,2017-11-22,2,36.24,18.12,3021,1,24.0,1,0.0,0.0,0.0,0.0,0.0,18.12,2,1208.0,0
TW-115793,2017-11-20,5,130.98,26.196,3023,4,24.0,4,0.0,0.0,0.0,0.0,0.0,26.196,5,4366.000000000001,0
TW-115794,2017-11-01,4,111.5,27.875,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,27.875,4,3716.666666666667,0
TW-115795,2017-11-01,3,93.47,31.156666666666663,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,31.156666666666663,3,3115.666666666666,0
TW-115797,2017-11-15,5,252.55,50.510000000000005,3028,8,24.0,8,0.0,0.0,0.0,0.0,0.0,50.510000000000005,5,8418.333333333334,1
TW-115798,2017-01-06,4,141.01999999999998,35.254999999999995,3341,4,24.0,4,0.0,0.0,0.0,0.0,0.0,35.254999999999995,4,4700.666666666666,0
TW-115799,2017-11-01,4,130.65,32.6625,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,32.6625,4,4355.0,0
TW-115800,2017-11-01,4,129.73,32.4325,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,32.4325,4,4324.333333333333,0
TW-115801,2017-10-26,3,101.53,33.843333333333334,3048,1,24.0,1,0.0,0.0,0.0,0.0,0.0,33.843333333333334,3,3384.3333333333335,0
TW-115802,2017-11-02,4,95.81,23.9525,3041,1,24.0,1,0.0,0.0,0.0,0.0,0.0,23.9525,4,3193.666666666667,0
TW-115803,2017-11-01,4,114.88,28.72,3042,4,24.0,4,0.0,0.0,0.0,0.0,0.0,28.72,4,3829.3333333333335,0
TW-115804,2017-11-01,3,76.59,25.53,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,25.53,3,2553.0,0
TW-115805,2017-10-31,2,56.73,28.365,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.365,2,1891.0,0
TW-115806,2017-10-31,1,25.41,25.41,3043,2,24.0,2,0.0,0.0,0.0,0.0,0.0,25.41,1,847.0,0
TW-115807,2017-10-31,5,174.93,34.986000000000004,3043,5,24.0,5,0.0,0.0,0.0,0.0,0.0,34.986000000000004,5,5831.0,0
TW-115808,2017-11-01,1,30.49,30.49,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.49,1,1016.3333333333334,0
TW-115809,2017-11-01,3,86.03,28.676666666666662,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.676666666666662,3,2867.6666666666665,0
TW-115810,2017-10-31,2,63.83,31.915,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.915,2,2127.6666666666665,0
TW-115811,2017-10-31,1,36.96,36.96,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,36.96,1,1232.0,0
TW-115813,2017-11-01,3,90.44,30.146666666666665,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.146666666666665,3,3014.6666666666665,0
TW-115814,2017-10-31,2,65.85,32.925,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,32.925,2,2195.0,0
TW-115815,2017-11-01,4,110.0,27.5,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,27.5,4,3666.666666666667,0
TW-115816,2017-10-28,2,67.42,33.71,3046,1,24.0,1,0.0,0.0,0.0,0.0,0.0,33.71,2,2247.3333333333335,0
TW-115817,2017-11-27,5,189.83,37.966,3016,4,24.0,4,0.0,0.0,0.0,0.0,0.0,37.966,5,6327.666666666667,0
TW-115818,2017-07-28,2,49.23,24.615,3138,2,24.0,2,0.0,0.0,0.0,0.0,0.0,24.615,2,1641.0,0
TW-115819,2017-10-24,3,94.68,31.56,3050,2,24.0,2,0.0,0.0,0.0,0.0,0.0,31.56,3,3156.0,0
TW-115820,2017-11-01,2,58.52,29.26,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,29.26,2,1950.6666666666667,0
TW-115821,2017-11-11,5,227.35,45.47,3032,10,24.0,10,0.1,0.0,1.0,0.1111111111111111,0.0111111111111111,45.47,5,7578.333333333333,1
TW-115822,2017-10-31,2,51.78,25.89,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.89,2,1726.0,0
TW-115823,2017-11-09,4,100.99,25.2475,3034,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.2475,4,3366.3333333333335,0
TW-115824,2017-11-01,4,119.93,29.9825,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,29.9825,4,3997.666666666667,0
TW-115825,2017-11-25,4,145.81,36.4525,3018,5,24.0,5,0.0,0.0,0.0,0.0,0.0,36.4525,4,4860.333333333334,0
TW-115826,2017-11-01,4,119.8,29.95,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,29.95,4,3993.3333333333335,0
TW-115827,2017-11-02,3,87.75,29.25,3041,3,24.0,3,0.0,0.0,0.0,0.0,0.0,29.25,3,2925.0,0
TW-115828,2017-11-01,4,92.17,23.0425,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,23.0425,4,3072.3333333333335,0
TW-115829,2017-11-01,3,70.41,23.47,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,23.47,3,2347.0,0
TW-115830,2017-11-21,3,105.91,35.303333333333335,3022,2,24.0,2,0.0,0.0,0.0,0.0,0.0,35.303333333333335,3,3530.3333333333335,0
TW-115831,2017-10-31,2,52.31,26.155,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,26.155,2,1743.6666666666667,0
TW-115832,2017-11-01,4,103.69,25.9225,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.9225,4,3456.3333333333335,0
TW-115833,2017-11-30,2,53.4,26.7,3013,1,24.0,1,0.0,0.0,0.0,0.0,0.0,26.7,2,1780.0,0
TW-115834,2017-10-31,2,66.72,33.36,3043,4,24.0,4,0.0,0.0,0.0,0.0,0.0,33.36,2,2224.0,0
TW-115835,2017-11-01,2,45.2,22.6,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,22.6,2,1506.6666666666667,0
TW-115836,2017-11-01,4,105.17,26.2925,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,26.2925,4,3505.666666666667,0
TW-115838,2017-11-01,4,128.91,32.2275,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,32.2275,4,4297.0,0
TW-115839,2017-10-31,2,50.55,25.275,3043,2,24.0,2,0.0,0.0,0.0,0.0,0.0,25.275,2,1685.0,0
TW-115840,2017-11-01,4,113.24,28.31,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.31,4,3774.6666666666665,0
TW-115841,2017-10-28,3,77.34,25.78,3046,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.78,3,2578.0,0
TW-115842,2017-11-01,4,81.75999999999999,20.44,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,20.44,4,2725.3333333333335,0
TW-115843,2017-10-31,1,26.97,26.97,3043,2,24.0,2,0.0,0.0,0.0,0.0,0.0,26.97,1,899.0,0
TW-115844,2017-11-01,4,112.13,28.0325,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,28.0325,4,3737.6666666666665,0
TW-115845,2017-11-01,4,125.22,31.305,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.305,4,4174.0,0
TW-115846,2017-10-31,3,96.57,32.19,3043,2,24.0,2,0.0,0.0,0.0,0.0,0.0,32.19,3,3219.0,0
TW-115847,2017-10-31,1,25.47,25.47,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.47,1,849.0,0
TW-115848,2017-11-01,2,61.06,30.53,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,30.53,2,2035.3333333333335,0
TW-115849,2017-11-01,3,80.15,26.71666666666667,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,26.71666666666667,3,2671.666666666667,0
TW-115850,2017-11-29,13,993.2,76.4,3014,31,24.0,31,0.0,0.0,0.0,0.0,0.0,76.4,13,33106.66666666667,1
TW-115852,2017-11-01,1,25.83,25.83,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.83,1,861.0,0
TW-115853,2017-11-01,2,59.22,29.61,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,29.61,2,1974.0,0
TW-115854,2017-11-01,3,68.97999999999999,22.99333333333333,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,22.99333333333333,3,2299.333333333333,0
TW-115855,2017-11-01,5,162.61,32.522000000000006,3042,6,24.0,6,0.0,0.0,0.0,0.0,0.0,32.522000000000006,5,5420.333333333334,1
TW-115856,2017-11-01,4,150.85,37.7125,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,37.7125,4,5028.333333333333,0
TW-115857,2017-11-01,3,75.86,25.286666666666665,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,25.286666666666665,3,2528.6666666666665,0
TW-115858,2017-11-19,1,31.06,31.06,3024,2,24.0,2,0.0,0.0,0.0,0.0,0.0,31.06,1,1035.3333333333333,0
TW-115859,2017-11-23,5,202.67,40.534000000000006,3020,5,24.0,5,0.0,0.0,0.0,0.0,0.0,40.534000000000006,5,6755.666666666668,0
TW-115860,2017-11-01,4,126.48,31.62,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,31.62,4,4216.0,0
TW-115861,2017-10-31,1,20.3,20.3,3043,2,24.0,2,0.0,0.0,0.0,0.0,0.0,20.3,1,676.6666666666667,0
TW-115862,2017-11-01,4,104.91,26.2275,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,26.2275,4,3497.0,0
TW-115863,2017-10-31,2,56.7,28.35,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.35,2,1890.0000000000002,0
TW-115864,2017-11-01,3,101.9,33.96666666666667,3042,2,24.0,2,-0.5,-1.0,0.0,-0.5,0.0,33.96666666666667,3,3396.666666666667,1
TW-115865,2017-11-01,4,139.2,34.8,3042,5,24.0,5,0.0,0.0,0.0,0.0,0.0,34.8,4,4640.0,0
TW-115866,2017-11-01,1,19.88,19.88,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,19.88,1,662.6666666666666,0
TW-115867,2017-10-22,3,80.4,26.8,3052,2,24.0,2,0.0,0.0,0.0,0.0,0.0,26.8,3,2680.0000000000005,0
TW-115868,2017-11-01,3,97.07,32.35666666666666,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,32.35666666666666,3,3235.6666666666665,0
TW-115869,2017-11-01,3,91.01,30.33666666666667,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.33666666666667,3,3033.666666666667,0
TW-115870,2017-11-01,5,153.37,30.674,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,30.674,5,5112.333333333334,0
TW-115871,2017-11-01,4,101.19,25.2975,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.2975,4,3373.0,0
TW-115872,2017-10-31,2,61.22,30.61,3043,2,24.0,2,0.0,0.0,0.0,0.0,0.0,30.61,2,2040.6666666666667,0
TW-115873,2017-03-12,3,86.38,28.793333333333333,3276,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.793333333333333,3,2879.3333333333335,0
TW-115874,2017-11-01,2,51.74,25.87,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,25.87,2,1724.6666666666667,0
TW-115875,2017-11-01,4,128.75,32.1875,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,32.1875,4,4291.666666666667,0
TW-115876,2017-11-01,4,115.65,28.9125,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,28.9125,4,3855.0000000000005,0
TW-115877,2017-11-18,5,169.17,33.834,3025,4,24.0,4,0.0,0.0,0.0,0.0,0.0,33.834,5,5639.000000000001,0
TW-115878,2017-11-01,5,150.21,30.042,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,30.042,5,5007.0,0
TW-115879,2017-11-02,4,89.78,22.445,3041,2,24.0,2,0.0,0.0,0.0,0.0,0.0,22.445,4,2992.666666666667,0
TW-115880,2017-11-01,1,19.47,19.47,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,19.47,1,649.0,0
TW-115881,2017-11-01,2,55.34,27.67,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,27.67,2,1844.6666666666667,0
TW-115882,2017-11-01,2,62.69,31.345,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,31.345,2,2089.6666666666665,0
TW-115883,2017-10-31,2,72.11,36.055,3043,4,24.0,4,0.0,0.0,0.0,0.0,0.0,36.055,2,2403.6666666666665,0
TW-115884,2017-10-31,1,23.93,23.93,3043,1,24.0,1,0.0,0.0,0.0,0.0,0.0,23.93,1,797.6666666666667,0
TW-115885,2017-11-01,3,109.01,36.336666666666666,3042,6,24.0,6,0.0,0.0,0.0,0.0,0.0,36.336666666666666,3,3633.6666666666665,1
TW-115886,2017-11-01,3,125.13,41.71,3042,8,24.0,8,0.0,0.0,0.0,0.0,0.0,41.71,3,4171.0,1
TW-115887,2017-11-01,2,58.36,29.18,3042,4,24.0,4,0.0,0.0,0.0,0.0,0.0,29.18,2,1945.3333333333335,0
TW-115888,2017-11-23,18,2008.63,111.59055555555555,3020,49,24.0,49,0.0,0.0,0.0,0.0,0.0,111.59055555555555,18,66954.33333333333,1
TW-115889,2017-11-01,5,163.13,32.626,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,32.626,5,5437.666666666667,0
TW-115891,2017-10-31,1,33.43,33.43,3043,2,24.0,2,0.0,0.0,0.0,0.0,0.0,33.43,1,1114.3333333333333,0
TW-115892,2017-11-01,5,170.91,34.182,3042,5,24.0,5,0.0,0.0,0.0,0.0,0.0,34.182,5,5697.000000000001,0
TW-115893,2017-11-01,1,21.31,21.31,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,21.31,1,710.3333333333334,0
TW-115894,2017-10-31,1,20.22,20.22,3043,2,24.0,2,0.0,0.0,0.0,0.0,0.0,20.22,1,674.0,0
TW-115895,2017-11-01,1,34.73,34.73,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,34.73,1,1157.6666666666665,0
TW-115896,2017-11-01,2,62.5,31.25,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,31.25,2,2083.3333333333335,0
TW-115897,2017-11-01,4,160.99,40.2475,3042,6,24.0,6,0.0,0.0,0.0,0.0,0.0,40.2475,4,5366.333333333334,1
TW-115898,2017-11-01,5,164.19,32.838,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,32.838,5,5473.0,0
TW-115899,2017-10-31,1,20.52,20.52,3043,2,24.0,2,0.0,0.0,0.0,0.0,0.0,20.52,1,684.0,0
TW-115900,2017-11-21,3,102.71,34.23666666666667,3022,3,24.0,3,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,34.23666666666667,3,3423.666666666667,0
TW-115901,2017-11-01,4,139.44,34.86,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,34.86,4,4648.0,0
TW-115903,2017-11-01,3,67.64,22.546666666666667,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,22.546666666666667,3,2254.666666666667,0
TW-115904,2017-11-01,4,122.39,30.5975,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,30.5975,4,4079.666666666667,0
TW-115905,2017-11-01,2,45.82,22.91,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,22.91,2,1527.3333333333335,0
TW-115906,2017-11-01,3,109.36,36.45333333333334,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,36.45333333333334,3,3645.333333333334,0
TW-115907,2017-11-01,4,136.02,34.005,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,34.005,4,4534.000000000001,0
TW-115908,2017-11-01,2,61.27,30.635,3042,1,24.0,1,0.0,0.0,0.0,0.0,0.0,30.635,2,2042.3333333333335,0
TW-115909,2017-10-31,1,34.39,34.39,3043,1,24.0,1,1.0,1.0,1.0,1.0,0.0,34.39,1,1146.3333333333335,0
TW-115910,2017-11-01,4,99.45,24.8625,3042,3,24.0,3,0.0,0.0,0.0,0.0,0.0,24.8625,4,3315.0,0
TW-115911,2017-11-28,17,1630.45,95.90882352941176,3015,44,24.0,44,0.0227272727272727,0.0,1.0,0.0,-0.0227272727272727,95.90882352941176,17,54348.333333333336,1
TW-115912,2017-11-01,3,85.09,28.363333333333333,3042,2,24.0,2,0.0,0.0,0.0,0.0,0.0,28.363333333333333,3,2836.3333333333335,0
